19. Decembre 2016 | 05:13:26 | - MaxTotalWarnings = 0
19. Decembre 2016 | 05:13:26 | - TooManyWarningsAction = 1
19. Decembre 2016 | 05:13:26 | - AirbrakeDetection = 1
19. Decembre 2016 | 05:13:26 | - SpeedhackDetection = 0
19. Decembre 2016 | 05:13:26 | 0 IP-bans have been loaded.
19. Decembre 2016 | 05:13:26 | 0 temporary bans have been loaded.
19. Decembre 2016 | 05:13:26 | 0 whitelist entries have been loaded.
19. Decembre 2016 | 05:13:26 | 0 blacklist entries have been loaded.
19. Decembre 2016 | 05:13:26 | 41 bad words have been loaded.
19. Decembre 2016 | 05:13:26 | 4 forbidden weapons have been loaded.
19. Decembre 2016 | 05:13:26 | JunkBuster has been configurated.
19. Decembre 2016 | 05:13:26 | JunkBuster (v11) has successfully been loaded.
19. Decembre 2016 | 05:14:30 | Executing JunkBuster Chrome for player 'Kaitlyn_Jennings'.
20. Decembre 2016 | 09:48:52 | Loading JunkBuster...
20. Decembre 2016 | 09:48:52 | Current JunkBuster configuration: 
20. Decembre 2016 | 09:48:52 | - WeaponHack = 1
20. Decembre 2016 | 09:48:52 | - MoneyHack = 1
20. Decembre 2016 | 09:48:52 | - Jetpack = 1
20. Decembre 2016 | 09:48:52 | - HealthHack = 1
20. Decembre 2016 | 09:48:52 | - ArmourHack = 1
20. Decembre 2016 | 09:48:52 | - DriveBy = 0
20. Decembre 2016 | 09:48:52 | - Spam = 0
20. Decembre 2016 | 09:48:52 | - CommandSpam = 0
20. Decembre 2016 | 09:48:52 | - BadWords = 1
20. Decembre 2016 | 09:48:52 | - CarJackHack = 1
20. Decembre 2016 | 09:48:52 | - TeleportHack = 1
20. Decembre 2016 | 09:48:52 | - MaxPing = 600
20. Decembre 2016 | 09:48:52 | - SpectateHack = 1
20. Decembre 2016 | 09:48:52 | - Blacklist = 1
20. Decembre 2016 | 09:48:52 | - IpBans = 1
20. Decembre 2016 | 09:48:52 | - TempBans = 1
20. Decembre 2016 | 09:48:52 | - SpawnKill = 5
20. Decembre 2016 | 09:48:52 | - CapsLock = 1
20. Decembre 2016 | 09:48:52 | - 3DSpeed = 0
20. Decembre 2016 | 09:48:52 | - MaxSpeed = 230
20. Decembre 2016 | 09:48:52 | - AdminImmunity = 1
20. Decembre 2016 | 09:48:52 | - Advertisement = 0
20. Decembre 2016 | 09:48:52 | - FreezeUpdate = 0
20. Decembre 2016 | 09:48:52 | - SpawnTime = 10
20. Decembre 2016 | 09:48:52 | - CheckpointTeleport = 1
20. Decembre 2016 | 09:48:52 | - Airbrake = 150
20. Decembre 2016 | 09:48:52 | - TankMode = 1
